CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Female,37,91,74
1246,Female,18,56,54
1247,Female,65,58,31
1248,Female,25,78,61
1249,Male,19,30,62
1250,Female,35,102,67
1251,Female,25,37,72
1252,Female,38,15,15
1253,Female,48,60,37
1254,Female,52,105,1
1255,Male,50,75,69
1256,Male,34,80,44
1257,Male,39,61,61
1258,Male,44,56,12
1259,Female,18,19,86
1260,Male,46,15,19
1261,Female,18,65,70
1262,Female,67,95,53
1263,Male,33,69,45
1264,Female,36,76,43
1265,Female,28,102,33
1266,Female,30,69,83
1267,Male,70,57,50
1268,Male,51,39,17
1269,Male,18,113,40
1270,Male,59,74,53
1271,Female,55,35,73
1272,Female,34,29,34
1273,Female,43,93,36
1274,Female,38,33,50
1275,Female,66,109,72
1276,Male,27,15,14
1277,Female,40,97,63
1278,Male,32,73,38
1279,Female,18,63,41
1280,Male,69,55,99
1281,Male,22,110,45
1282,Female,41,79,69
1283,Female,18,36,68
1284,Female,33,15,19
1285,Female,44,65,2
1286,Male,27,60,71
1287,Female,47,20,22
1288,Male,35,59,7
1289,Female,55,45,76
1290,Female,57,60,23
1291,Male,30,79,30
1292,Female,39,99,99
1293,Female,41,84,7
1294,Male,47,41,17
1295,Female,39,70,38
1296,Female,41,62,43
1297,Female,35,25,27
1298,Male,40,71,20
1299,Male,56,109,89
1300,Female,47,61,56
1301,Male,48,18,65
1302,Female,48,61,46
1303,Male,36,28,57
1304,Female,43,83,74
1305,Female,23,74,24
1306,Male,56,56,57
1307,Male,18,51,68
1308,Female,37,54,90
1309,Female,54,60,99
1310,Male,19,40,52
1311,Female,44,24,79
1312,Male,29,90,1
1313,Male,33,50,90
1314,Female,52,64,31
1315,Male,41,68,43
1316,Female,18,69,61
1317,Male,25,29,46
1318,Male,52,16,55
1319,Male,45,45,91
1320,Female,63,70,40
1321,Female,62,41,22
1322,Female,34,51,97
1323,Male,70,116,63
1324,Male,39,15,99
1325,Female,25,40,72
1326,Male,29,110,16
1327,Female,18,59,66
1328,Male,61,42,24
1329,Female,61,91,50
1330,Male,24,62,48
1331,Female,35,51,8
1332,Male,40,65,29
1333,Male,25,43,99
1334,Male,18,33,56
1335,Male,35,57,45
1336,Male,34,34,97
1337,Female,33,60,39
1338,Female,41,69,47
1339,Female,58,82,75
1340,Female,34,90,39
1341,Female,41,49,30
1342,Male,49,73,1
1343,Male,46,73,26
1344,Male,30,69,25
1345,Female,40,47,54
1346,Male,46,33,34
1347,Male,23,73,99
1348,Female,56,15,22
1349,Male,58,53,86
1350,Female,28,15,55
1351,Female,41,25,71
1352,Male,47,37,69
1353,Male,31,89,1
1354,Male,45,78,49
1355,Female,41,46,43
1356,Male,18,79,20
1357,Female,45,83,62
1358,Female,23,56,94
1359,Male,51,24,1
1360,Male,29,55,36
1361,Female,36,57,18
1362,Male,58,28,52
1363,Female,45,70,41
1364,Male,23,67,34
1365,Female,24,72,68
1366,Female,30,67,92
1367,Female,44,79,99
1368,Male,43,55,31
1369,Male,27,65,3
1370,Female,22,50,64
1371,Male,42,45,91
1372,Male,36,95,71
1373,Female,68,15,91
1374,Male,39,83,44
1375,Male,64,44,34
1376,Male,22,40,53
1377,Female,18,67,41
1378,Female,23,21,67
1379,Male,55,39,75
1380,Male,63,38,77
1381,Male,27,54,63
1382,Female,32,39,56
1383,Male,22,102,70
1384,Female,18,107,1
1385,Male,48,15,55
1386,Female,41,74,51
1387,Male,38,83,55
1388,Female,19,74,47
1389,Male,61,43,61
1390,Male,31,54,35
1391,Female,46,40,79
1392,Female,18,49,62
1393,Male,36,28,54
1394,Female,42,57,32
1395,Female,43,21,71
1396,Female,41,55,55
1397,Male,45,27,30
1398,Female,23,65,48
1399,Male,41,42,66
1400,Male,40,68,64
1401,Female,42,88,62
1402,Male,39,102,52
1403,Male,21,15,76
1404,Female,20,38,82
1405,Female,18,52,69
1406,Male,50,72,35
1407,Male,50,17,22
1408,Female,50,34,36
1409,Male,43,63,99
1410,Female,18,62,57
1411,Female,24,70,99
1412,Male,41,72,47
1413,Female,40,69,43
1414,Female,35,65,48
1415,Male,44,62,47
1416,Female,39,78,30
1417,Female,40,15,20
1418,Female,29,101,63
1419,Female,52,15,77
1420,Male,32,32,99
1421,Male,20,54,39
1422,Male,28,78,41
1423,Male,33,15,30
1424,Male,52,59,79
1425,Female,38,81,71
1426,Female,36,86,27
1427,Female,21,42,26
1428,Female,49,52,74
1429,Female,29,44,60
1430,Male,37,50,69
1431,Female,59,33,27
1432,Male,45,37,1
1433,Female,18,71,27
1434,Female,18,64,67
1435,Male,37,73,99
1436,Female,21,66,39
1437,Female,47,79,99
1438,Male,39,83,71
1439,Female,41,15,14
1440,Male,28,38,55
1441,Male,63,54,72
1442,Female,70,59,1
1443,Female,34,42,66
1444,Female,43,84,80
1445,Female,40,112,60
1446,Male,35,65,48
1447,Female,27,62,45
1448,Female,23,82,44
1449,Female,22,15,19
1450,Male,44,61,32
1451,Female,31,86,39
1452,Female,18,43,53
1453,Female,45,28,35
1454,Female,38,55,27
1455,Male,57,58,69
1456,Female,44,36,59
1457,Female,18,115,36
1458,Male,18,47,63
1459,Female,28,30,38
1460,Male,30,58,51
1461,Male,52,84,75
1462,Female,38,61,34
1463,Male,54,73,19
1464,Male,20,37,46
1465,Female,52,99,14
1466,Male,48,75,43
1467,Male,18,88,42
1468,Male,57,70,1
1469,Male,40,82,63
1470,Female,44,37,45
1471,Female,26,47,80
1472,Female,56,95,55
1473,Female,22,101,69
1474,Male,50,30,80
1475,Female,50,67,46
1476,Female,25,49,50
1477,Female,66,42,9
1478,Female,42,68,82
1479,Female,47,90,46
1480,Female,18,72,24
1481,Male,68,52,69
1482,Female,21,74,1
1483,Male,53,51,39
1484,Male,24,71,73
1485,Male,30,97,38
1486,Male,49,15,31
1487,Male,53,81,39
1488,Male,21,20,1
1489,Female,54,92,68
1490,Female,53,43,47
1491,Female,25,28,43
1492,Male,61,78,43
1493,Female,18,70,50
1494,Female,30,34,67
1495,Male,45,27,48
1496,Female,26,55,15
1497,Female,42,28,65
1498,Male,42,32,63
1499,Female,36,63,55
1500,Female,50,35,77
1501,Male,35,71,50
1502,Male,42,99,78
1503,Male,54,56,86
1504,Male,49,63,65
1505,Female,49,113,30
1506,Female,22,29,46
1507,Male,46,91,82
1508,Female,26,88,11
1509,Male,20,82,40
1510,Male,37,94,41
1511,Male,26,67,27
1512,Female,49,45,72
1513,Male,50,89,59
1514,Male,18,90,31
1515,Male,27,89,65
1516,Female,18,61,46
1517,Female,32,41,27
1518,Male,45,65,31
1519,Male,35,85,61
1520,Female,30,87,74
1521,Female,57,49,37
1522,Male,18,68,64
1523,Female,56,26,91
1524,Female,31,86,17
1525,Male,37,39,59
1526,Female,31,81,71
1527,Female,60,30,47
1528,Female,21,87,82
1529,Male,39,69,99
1530,Male,46,40,59
1531,Male,18,78,44
1532,Male,25,45,75
1533,Female,36,80,71
1534,Female,26,53,1
1535,Female,27,15,50
1536,Female,33,34,40
1537,Male,47,49,60
1538,Female,34,96,45
1539,Female,53,84,48
1540,Male,24,103,27
1541,Female,21,103,69
1542,Male,65,46,92
1543,Female,29,55,28
1544,Female,20,49,14
1545,Male,18,42,50
1546,Female,53,15,49
1547,Female,34,60,80
1548,Male,35,26,18
1549,Male,36,59,36
1550,Male,52,116,1
1551,Female,36,47,85
1552,Female,70,65,56
1553,Female,40,84,38
1554,Female,53,67,16
1555,Female,50,68,18
1556,Male,38,51,60
1557,Female,30,54,21
1558,Male,43,35,52
1559,Male,45,82,99
1560,Female,30,15,41
1561,Male,41,86,25
1562,Female,56,23,60
1563,Female,67,85,18
1564,Male,50,51,94
1565,Male,64,28,86
1566,Female,30,75,45
1567,Female,48,84,27
1568,Male,57,49,39
1569,Male,26,79,42
1570,Female,32,15,60
1571,Female,63,25,77
1572,Male,25,94,23
1573,Male,20,54,76
1574,Female,60,15,66
1575,Female,55,42,37
1576,Female,44,36,22
1577,Female,38,56,53
1578,Female,32,50,22
1579,Male,42,65,76
1580,Female,60,58,21
1581,Male,42,96,64
1582,Female,69,71,48
1583,Male,26,72,35
1584,Male,38,91,47
1585,Female,33,50,78
1586,Female,23,27,19
1587,Male,36,92,39
1588,Female,44,64,30
1589,Male,46,64,49
1590,Male,69,43,32
1591,Female,45,44,4
1592,Male,54,82,22
1593,Female,39,86,92
1594,Male,62,81,56
1595,Female,70,81,55
1596,Female,46,75,42
1597,Male,24,64,48
1598,Male,31,55,39
1599,Female,42,92,63
1600,Female,45,50,52
1601,Male,48,70,19
1602,Female,45,39,56
1603,Male,38,43,1
1604,Male,29,54,60
1605,Male,44,39,13
1606,Male,64,81,47
1607,Female,53,25,19
1608,Female,46,63,50
1609,Female,53,64,65
1610,Female,33,15,89
1611,Female,31,48,10
1612,Female,28,67,75
1613,Female,37,71,53
1614,Female,32,55,38
1615,Female,55,78,69
1616,Male,32,57,44
1617,Female,27,60,68
1618,Female,65,67,24
1619,Female,32,84,33
1620,Female,40,42,74
1621,Female,45,47,88
1622,Female,22,42,49
1623,Male,56,51,1
1624,Female,47,98,45
1625,Male,60,75,51
1626,Female,29,30,44
1627,Female,40,44,58
1628,Male,39,70,37
1629,Male,42,36,71
1630,Female,18,41,20
1631,Male,40,95,82
1632,Male,18,44,90
1633,Female,43,85,26
1634,Male,18,93,26
1635,Male,18,41,60
1636,Female,50,37,19
1637,Male,31,53,37
1638,Male,25,31,78
1639,Female,56,63,69
1640,Female,43,55,99
1641,Female,51,70,54
1642,Female,36,97,34
1643,Female,70,82,51
1644,Male,30,73,46
1645,Male,63,15,46
1646,Male,37,72,49
1647,Male,18,105,26
1648,Female,45,15,57
1649,Female,43,78,13
1650,Male,24,56,31
1651,Female,25,38,47
1652,Male,38,81,1
1653,Male,43,105,70
1654,Female,18,80,1
1655,Male,53,50,67
1656,Male,31,35,16
1657,Male,20,64,39
1658,Male,51,83,63
1659,Female,38,50,99
1660,Female,55,52,53
1661,Male,44,134,1
1662,Male,38,88,74
1663,Female,36,90,44
1664,Female,45,22,52
1665,Male,33,41,64
1666,Male,26,62,1
1667,Female,47,34,50
1668,Female,36,102,39
1669,Male,39,97,81
1670,Female,54,46,68
1671,Male,37,107,8
1672,Female,39,60,82
1673,Female,30,128,61
1674,Female,44,64,10
1675,Male,43,75,51
1676,Male,51,97,76
1677,Male,30,94,18
1678,Female,32,73,85
1679,Male,49,56,11
1680,Male,42,74,29
1681,Male,26,39,25
1682,Female,57,64,85
1683,Male,18,31,37
1684,Male,49,15,20
1685,Male,21,61,61
1686,Female,65,93,67
1687,Female,18,84,67
1688,Female,54,58,43
1689,Female,37,106,56
1690,Female,33,45,33
1691,Male,41,15,93
1692,Female,47,15,79
1693,Male,26,29,78
1694,Male,27,82,70
1695,Female,47,43,63
1696,Male,18,72,18
1697,Male,30,103,66
1698,Male,70,31,53
1699,Female,25,73,82
1700,Male,54,74,71
1701,Female,30,37,64
1702,Female,45,96,6
1703,Female,47,53,47
1704,Male,54,50,35
1705,Female,36,116,56
1706,Male,66,74,39
1707,Male,30,84,43
1708,Male,42,96,62
1709,Female,42,43,39
1710,Male,23,93,53
1711,Male,34,47,10
1712,Male,41,46,28
1713,Male,32,53,67
1714,Female,70,44,18
1715,Female,27,82,82
1716,Female,55,67,75
1717,Male,50,47,43
1718,Male,38,78,99
1719,Female,26,53,82
1720,Male,28,51,25
1721,Female,31,61,69
1722,Male,18,72,51
1723,Female,24,70,30
1724,Male,18,51,22
1725,Male,57,82,75
1726,Female,47,54,34
1727,Female,49,43,47
1728,Male,47,22,26
1729,Female,41,86,30
1730,Female,59,60,46
1731,Male,30,66,60
1732,Male,40,88,1
1733,Male,49,48,50
1734,Male,20,24,30
1735,Female,70,62,86
1736,Male,39,68,99
1737,Male,40,53,40
1738,Male,56,99,5
1739,Female,51,15,53
1740,Male,39,89,44
1741,Male,40,81,99
1742,Male,18,72,93
1743,Female,31,15,72
1744,Male,46,94,35
1745,Female,45,33,67
1746,Male,55,47,57
1747,Male,37,56,56
1748,Female,19,71,9
1749,Male,53,77,77
1750,Female,58,84,52
1751,Female,51,81,47
1752,Female,36,67,34
1753,Female,53,71,29
1754,Male,70,31,58
1755,Male,40,40,5
1756,Female,20,84,70
1757,Female,30,82,22
1758,Female,47,79,1
1759,Male,18,47,97
1760,Male,41,84,28
1761,Female,44,30,31
1762,Male,60,88,79
1763,Male,57,53,98
1764,Male,50,104,10
1765,Female,18,20,25
1766,Male,51,106,27
1767,Female,48,51,74
1768,Male,42,50,92
1769,Female,18,65,22
1770,Female,27,42,86
1771,Male,22,58,31
1772,Female,18,41,58
1773,Male,38,42,17
1774,Male,27,73,47
1775,Female,70,36,47
1776,Male,36,40,42
1777,Male,56,24,60
1778,Male,18,47,24
1779,Male,31,95,27
1780,Female,40,38,61
1781,Male,26,41,84
1782,Female,32,65,49
1783,Female,35,50,63
1784,Male,35,119,69
1785,Male,64,56,71
1786,Female,44,69,25
1787,Male,45,85,30
1788,Male,46,84,32
1789,Male,47,66,99
1790,Female,37,56,63
1791,Female,34,113,62
1792,Male,41,57,59
1793,Male,55,48,16
1794,Female,54,43,99
1795,Female,35,15,62
1796,Female,49,82,68
1797,Female,36,15,4
1798,Male,39,60,70
1799,Female,32,55,41
1800,Male,36,119,16
1801,Male,57,15,25
1802,Female,40,36,17
1803,Male,40,56,17
1804,Female,18,55,51
1805,Male,34,46,40
1806,Female,35,58,58
1807,Female,27,27,93
1808,Male,39,69,46
1809,Female,32,15,1
1810,Male,39,59,43
1811,Female,40,44,81
1812,Male,25,87,47
1813,Female,33,106,89
1814,Male,39,51,61
1815,Male,55,97,2
1816,Male,42,52,53
1817,Male,29,35,57
1818,Female,44,106,78
1819,Female,62,74,97
1820,Female,51,60,73
1821,Male,46,78,61
1822,Male,48,67,67
1823,Male,58,58,45
1824,Female,53,25,12
1825,Female,46,53,51
1826,Male,53,76,59
1827,Male,23,57,19
1828,Male,18,84,84
1829,Female,41,70,76
1830,Female,39,37,14
1831,Female,31,25,85
1832,Male,50,56,42
1833,Female,18,46,30
1834,Female,31,69,78
1835,Male,32,41,48
1836,Female,18,44,99
1837,Male,59,88,28
1838,Male,19,64,5
1839,Female,30,42,42
1840,Male,51,61,70
1841,Female,47,96,26
1842,Female,23,68,15
1843,Male,48,76,56
1844,Female,42,40,12
1845,Female,70,87,58
1846,Male,44,121,41
1847,Male,36,39,62
1848,Male,26,29,14
1849,Male,28,65,83
1850,Male,27,83,45
1851,Male,58,58,69
1852,Male,39,32,74
1853,Female,46,57,20
1854,Male,60,76,72
1855,Female,18,49,13
1856,Female,56,76,14
1857,Female,39,91,99
1858,Male,44,66,78
1859,Female,27,59,99
1860,Female,28,82,40
1861,Female,45,38,52
1862,Male,70,35,63
1863,Male,52,53,49
1864,Female,56,47,30
1865,Male,36,39,27
1866,Male,30,108,55
1867,Male,27,117,22
1868,Female,32,51,21
1869,Female,18,62,60
1870,Male,28,55,47
1871,Female,31,89,74
1872,Female,36,94,39
1873,Male,40,15,35
1874,Female,43,73,61
1875,Female,38,26,29
1876,Female,30,106,33
1877,Male,18,72,34
1878,Female,30,38,44
1879,Male,25,54,95
1880,Male,45,52,14
1881,Male,51,74,83
1882,Female,51,87,69
1883,Female,49,30,90
1884,Male,36,108,99
1885,Male,31,102,87
1886,Female,28,37,74
1887,Male,18,62,16
1888,Female,52,105,19
1889,Male,36,92,59
1890,Male,21,51,6
1891,Female,27,81,66
1892,Male,26,137,1
1893,Male,39,63,79
1894,Male,53,43,41
1895,Female,33,65,53
1896,Female,18,67,30
1897,Male,36,46,1
1898,Male,36,72,82
1899,Female,35,27,84
1900,Male,30,43,41
1901,Female,41,80,67
1902,Male,39,15,40
1903,Male,38,84,57
1904,Female,44,15,69
1905,Male,32,15,64
1906,Female,32,47,84
1907,Male,58,68,63
1908,Male,46,95,50
1909,Female,50,62,30
1910,Male,55,54,37
1911,Female,46,75,71
1912,Male,51,37,11
1913,Female,18,64,78
1914,Female,41,29,42
1915,Male,36,62,29
1916,Female,62,57,21
1917,Female,51,39,67
1918,Male,30,64,49
1919,Female,44,64,91
1920,Female,41,91,17
1921,Male,45,18,35
1922,Male,24,58,47
1923,Male,43,40,30
1924,Male,35,83,50
1925,Female,42,80,58
1926,Male,28,73,62
1927,Female,30,42,89
1928,Male,55,83,16
1929,Male,24,20,58
1930,Female,25,15,33
1931,Female,38,27,61
1932,Female,28,59,61
1933,Male,26,78,24
1934,Male,40,15,26
1935,Male,18,95,63
1936,Female,24,64,50
1937,Male,67,19,44
1938,Female,45,63,67
1939,Female,28,89,69
1940,Male,44,76,36
1941,Female,46,89,28
1942,Female,52,24,17
1943,Female,37,49,51
1944,Male,52,36,13
1945,Male,18,105,52
1946,Male,24,77,81
1947,Male,41,135,41
1948,Female,43,48,36
1949,Female,26,41,99
1950,Male,42,56,89
1951,Female,30,96,30
1952,Female,34,50,53
1953,Male,53,63,58
1954,Male,51,63,55
1955,Female,24,61,97
1956,Female,24,43,52
1957,Female,33,56,56
1958,Male,38,55,67
1959,Male,29,60,80
1960,Male,53,85,74
1961,Female,43,106,64
1962,Female,44,38,9
1963,Male,21,50,37
1964,Female,55,38,71
1965,Female,18,65,56
1966,Female,50,46,71
1967,Female,51,66,98
1968,Male,32,89,19
1969,Female,56,15,79
1970,Male,37,73,41
1971,Male,39,48,74
1972,Female,43,72,49
1973,Female,70,37,99
1974,Female,57,91,53
1975,Female,48,84,33
1976,Female,26,75,61
1977,Female,40,81,58
1978,Male,27,40,79
1979,Female,50,44,61
1980,Male,40,80,99
1981,Male,23,40,47
1982,Male,39,98,47
1983,Female,26,52,34
1984,Female,40,73,52
1985,Female,26,115,56
1986,Female,39,42,57
1987,Male,49,62,51
1988,Female,38,88,34
1989,Female,33,85,27
1990,Female,41,51,40
1991,Female,48,46,79
1992,Female,23,54,85
1993,Female,42,98,48
1994,Female,57,53,25
1995,Male,46,62,48
1996,Female,39,49,99
1997,Male,47,79,75
1998,Male,45,64,64
1999,Female,49,34,75
2000,Male,18,35,89
2001,Female,18,15,20
2002,Male,52,38,40
2003,Male,18,81,36
2004,Male,44,95,65
2005,Male,33,78,54
2006,Female,24,75,69
2007,Male,43,57,37
2008,Male,41,80,85
2009,Male,68,68,48
2010,Male,30,107,68
2011,Female,58,57,81
2012,Male,43,95,78
2013,Female,29,83,59
2014,Female,50,79,71
2015,Female,46,15,95
2016,Female,39,84,63
2017,Male,42,57,31
2018,Male,30,48,65
2019,Female,27,21,49
2020,Female,49,60,1
2021,Female,35,61,62
2022,Female,37,26,53
2023,Male,42,21,80
2024,Male,42,73,30
2025,Female,18,83,11
2026,Female,56,65,54
2027,Male,40,90,60
2028,Female,36,58,52
2029,Male,44,59,50
2030,Male,42,36,22
2031,Female,49,19,46
2032,Female,46,109,41
2033,Female,48,90,77
2034,Male,57,23,59
2035,Male,51,64,43
2036,Female,36,57,94
2037,Male,23,53,43
2038,Female,62,49,64
2039,Female,35,70,45
2040,Female,32,82,92
2041,Male,18,71,52
2042,Female,43,57,53
2043,Male,40,56,46
2044,Male,18,85,55
2045,Male,45,72,81
2046,Male,31,62,72
2047,Female,70,59,50
2048,Male,30,69,94
2049,Male,32,48,72
2050,Female,26,82,38
2051,Male,56,32,14
2052,Female,33,49,39
2053,Male,28,76,60
2054,Male,48,30,65
2055,Female,19,19,85
2056,Male,47,62,21
2057,Female,63,16,38
2058,Male,46,26,19
2059,Male,47,80,15
2060,Male,51,55,33
2061,Male,62,94,59
2062,Male,55,28,70
2063,Female,44,58,25
2064,Male,51,71,29
2065,Male,26,29,4
2066,Male,49,87,55
2067,Female,24,73,31
2068,Female,33,18,93
2069,Female,18,59,60
2070,Female,44,70,45
2071,Male,29,45,33
2072,Male,54,21,11
2073,Female,44,67,14
2074,Female,54,118,34
2075,Male,23,50,32
2076,Male,53,101,24
2077,Female,68,40,59
2078,Female,49,66,63
2079,Male,49,80,38
2080,Female,41,60,99
2081,Male,31,52,5
2082,Male,49,79,51
2083,Male,18,110,44
2084,Male,33,68,35
2085,Male,18,47,32
2086,Female,29,55,50
2087,Male,47,126,44
2088,Female,45,64,40
2089,Male,39,44,16
2090,Male,41,30,8
2091,Female,18,15,42
2092,Female,33,70,39
2093,Female,29,77,45
2094,Female,29,50,47
2095,Male,47,60,36
2096,Male,26,29,44
2097,Female,30,64,28
2098,Female,18,73,89
2099,Female,34,46,29
2100,Female,23,104,40
2101,Female,39,38,31
2102,Male,25,68,31
2103,Female,40,82,50
2104,Female,36,58,47
2105,Female,62,55,38
2106,Male,45,23,42
2107,Male,18,96,31
2108,Male,21,56,60
2109,Male,39,74,99
2110,Female,25,78,27
2111,Male,18,44,60
2112,Male,57,55,51
2113,Male,48,95,67
2114,Female,46,31,68
2115,Female,30,116,55
2116,Male,44,40,49
2117,Male,29,29,38
2118,Male,41,64,30
2119,Female,25,118,47
2120,Male,60,15,17
2121,Female,18,56,34
2122,Male,56,73,78
2123,Male,39,61,52
2124,Female,32,70,73
2125,Male,41,41,88
2126,Female,49,44,45
2127,Male,57,56,55
2128,Female,43,30,42
2129,Female,26,59,29
2130,Female,39,50,25
2131,Male,64,48,71
2132,Male,57,68,55
2133,Male,51,15,97
2134,Female,49,54,75
2135,Female,48,121,31
2136,Male,55,32,71
2137,Male,32,94,42
2138,Male,19,61,81
2139,Male,39,44,37
2140,Male,27,25,23
2141,Male,24,64,29
2142,Female,28,98,30
2143,Female,70,50,28
2144,Female,40,58,35
2145,Male,43,87,72
2146,Female,21,69,96
2147,Female,18,19,15
2148,Male,27,63,82
2149,Female,58,100,37
2150,Male,43,59,59
2151,Male,47,15,7
2152,Male,49,70,63
2153,Male,30,55,1
2154,Female,58,15,58
2155,Male,30,16,56
2156,Male,58,86,55
2157,Male,45,41,31
2158,Female,18,36,64
2159,Male,28,59,60
2160,Female,18,43,44
2161,Female,55,63,67
2162,Male,38,55,47
2163,Male,18,29,63
2164,Female,44,47,46
2165,Male,31,72,55
2166,Male,18,61,65
2167,Female,62,58,39
2168,Male,40,111,18
2169,Male,34,79,57
2170,Male,33,82,80
2171,Male,18,56,57
2172,Female,20,66,58
2173,Female,56,49,49
2174,Female,32,80,69
2175,Female,39,57,45
2176,Male,18,66,38
2177,Male,20,64,78
2178,Male,47,60,36
2179,Male,44,137,73
2180,Female,63,43,78
2181,Female,57,42,64
2182,Male,35,78,17
2183,Male,45,44,50
2184,Male,34,52,44
2185,Male,67,32,37
2186,Male,54,73,53
2187,Female,41,73,70
2188,Female,41,52,38
2189,Female,59,79,45
2190,Male,46,15,43
2191,Male,60,41,80
2192,Female,18,56,43
2193,Female,45,29,18
2194,Female,31,15,9
2195,Female,63,52,59
2196,Female,60,78,30
2197,Female,39,94,67
2198,Male,60,46,15
2199,Female,63,79,36
2200,Male,39,77,15
2201,Male,70,92,61
2202,Female,38,51,66
2203,Male,35,15,58
2204,Male,50,62,22
2205,Male,33,33,30
2206,Male,40,41,56
2207,Male,58,52,6
2208,Male,39,51,43
2209,Male,18,64,89
2210,Male,43,79,45
2211,Female,29,50,11
2212,Male,50,70,34
2213,Male,48,60,33
2214,Female,59,85,99
2215,Female,51,55,93
2216,Female,54,58,69
2217,Male,29,50,41
2218,Female,50,56,81
2219,Female,66,39,20
2220,Female,29,37,78
2221,Female,63,80,74
2222,Female,31,32,46
2223,Female,26,52,79
2224,Female,42,87,38
2225,Male,48,51,17
2226,Female,51,82,75
2227,Female,25,45,47
2228,Male,44,32,65
2229,Female,29,18,97
2230,Male,18,95,31
2231,Male,25,30,46
2232,Female,28,80,90
2233,Male,46,34,67
2234,Male,54,95,32
2235,Male,18,118,25
2236,Male,43,16,36
2237,Male,22,32,31
2238,Male,47,80,56
2239,Male,30,74,52
2240,Female,24,80,57
2241,Female,50,45,28
2242,Male,30,112,48
2243,Female,34,63,1
2244,Male,18,28,53
2245,Male,52,53,80
2246,Male,50,28,13
2247,Female,38,102,62
2248,Female,18,43,34
2249,Male,55,73,70
2250,Male,29,48,54
2251,Male,32,44,60
2252,Female,70,15,51
2253,Female,29,76,84
2254,Male,49,94,59
2255,Female,46,36,31
2256,Male,44,19,52
2257,Female,42,81,40
2258,Female,44,17,54
2259,Male,42,92,39
2260,Female,38,36,32
2261,Female,59,31,55
2262,Male,20,67,51
2263,Male,53,33,77
2264,Female,50,41,39
2265,Male,48,69,1
2266,Male,54,15,40
2267,Male,37,103,8
2268,Female,18,61,60
2269,Female,37,26,6
2270,Female,25,33,24
2271,Female,28,86,40
2272,Male,21,76,90
2273,Female,32,96,22
2274,Female,30,42,50
2275,Male,18,68,65
2276,Male,48,71,88
2277,Male,69,78,70
2278,Female,47,90,78
2279,Female,36,41,72
2280,Female,38,57,18
2281,Female,32,44,59
2282,Male,40,59,72
2283,Female,38,78,25
2284,Female,27,17,35
2285,Male,62,89,29
2286,Female,18,30,70
2287,Male,48,52,48
2288,Female,37,93,41
2289,Female,65,69,17
2290,Female,43,69,48
2291,Female,33,29,35
2292,Male,35,33,56
2293,Female,39,85,20
2294,Male,22,45,54
2295,Female,28,47,38
2296,Female,18,85,17
2297,Female,25,32,15
2298,Male,40,67,19
2299,Female,43,61,44
2300,Female,18,60,53
2301,Female,36,46,57
2302,Male,46,45,58
2303,Male,36,32,30
2304,Male,29,73,77
2305,Female,33,43,38
2306,Female,31,86,61
2307,Female,29,54,45
2308,Male,41,32,59
2309,Male,70,54,44
2310,Female,28,49,60
2311,Female,34,87,50
2312,Female,38,50,71
2313,Female,29,53,29
2314,Male,54,97,4
2315,Female,18,73,25
2316,Female,31,104,77
2317,Male,50,93,46
2318,Male,34,37,52
2319,Male,27,86,22
2320,Male,45,100,51
2321,Female,51,100,23
2322,Male,41,86,27
2323,Male,27,85,39
2324,Male,45,52,61
2325,Female,33,38,64
2326,Male,49,51,65
2327,Female,59,16,9
2328,Male,18,95,50
2329,Male,40,53,45
2330,Male,18,94,10
2331,Male,70,28,50
2332,Male,32,88,43
2333,Male,49,47,63
2334,Female,38,26,52
2335,Female,27,103,36
2336,Male,25,89,74
2337,Male,61,66,1
2338,Female,52,61,48
2339,Female,65,72,4
2340,Male,39,65,26
2341,Female,42,39,63
2342,Female,35,49,17
2343,Female,34,112,13
2344,Male,24,130,99
2345,Male,40,101,15
2346,Male,27,73,92
2347,Female,45,51,45
2348,Female,41,39,36
2349,Male,42,41,64
2350,Female,62,46,84
2351,Female,38,117,20
2352,Female,49,108,37
2353,Female,67,80,72
2354,Female,57,35,57
2355,Male,54,84,78
2356,Female,34,54,63
2357,Female,42,15,96
2358,Male,20,68,54
2359,Male,45,38,55
2360,Female,42,39,58
2361,Male,39,53,46
2362,Female,53,47,72
2363,Male,21,59,56
2364,Male,61,58,70
2365,Male,51,15,74
2366,Male,37,100,61
2367,Female,36,34,63
2368,Female,45,35,24
2369,Male,60,51,35
2370,Male,40,57,71
2371,Male,40,98,86
2372,Male,39,67,1
2373,Female,63,75,35
2374,Male,33,67,50
2375,Male,38,66,27
2376,Male,59,68,28
2377,Male,40,15,62
2378,Male,54,53,91
2379,Male,26,91,1
2380,Female,35,137,45
2381,Female,59,28,62
2382,Female,29,71,70
2383,Male,36,45,58
2384,Male,42,114,95
2385,Female,25,25,50
2386,Female,33,76,84
2387,Female,40,23,33
2388,Male,39,52,51
2389,Male,56,59,18
2390,Female,60,88,73
2391,Female,26,32,47
2392,Female,40,77,59
2393,Female,48,61,42
2394,Female,60,67,65
2395,Female,48,85,60
2396,Female,42,26,24
2397,Female,48,81,26
2398,Female,48,45,49
2399,Male,25,89,67
2400,Male,41,69,98
2401,Female,59,55,58
2402,Male,35,45,76
2403,Female,40,82,8
2404,Male,35,93,99
2405,Male,18,46,65
2406,Female,39,30,48
2407,Male,43,78,45
